,url,weekid,artist,song
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,BTS,Butter
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Good 4 U
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Dua Lipa,Levitating
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,The Weeknd & Ariana Grande,Save Your Tears
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Doja Cat Featuring SZA,Kiss Me More
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Deja Vu
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Lil Nas X,Montero (Call Me By Your Name)
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Drivers License
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Favorite Crime
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Brutal
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Happier
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Lil Tjay Featuring 6LACK,Calling My Phone
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Saweetie Featuring Doja Cat,Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Cardi B,Up
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Enough For You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,"J. Cole, 21 Savage & Morray",my.life
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,24kGoldn Featuring iann dior,Mood
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Machine Gun Kelly X blackbear,My Ex's Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Mooski,Track Star
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Kali Uchis,Telepatia
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Pooh Shiesty Featuring Lil Durk,Back In Blood
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Dierks Bentley,Gone
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Ariana Grande,pov
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,"1 Step Forward, 3 Steps Back"
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Drake Featuring Lil Baby,Wants And Needs
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Gabby Barrett,The Good Ones
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Pop Smoke,What You Know Bout Love
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,"Jealousy, Jealousy"
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Eric Church,Hell Of A View
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,J. Cole & Lil Baby,pride.is.the.devil
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Lil Baby,On Me
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Miranda Lambert,Settling Down
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Moneybagg Yo,Time Today
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Sam Hunt,Breaking Up Was Easy In The 90's
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Dylan Scott,Nobody
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Jordan Davis,Almost Maybes
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Olivia Rodrigo,Hope Ur OK
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Dua Lipa,We're Good
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Young Thug & Gunna,Ski
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Bella Poarch,Build A Bitch
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Jake Owen,Made For You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Trippie Redd & Playboi Carti,Miss The Rage
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Coi Leray Featuring Lil Durk,No More Parties
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Billie Eilish,Your Power
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Polo G & Lil Wayne,Gang Gang
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Eminem Featuring Jack Harlow & Cordae,Killer
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Jason Aldean,Blame It On You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Cochise & $NOT,Tell Em
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,J. Cole,amari
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,"Nicki Minaj, Drake & Lil Wayne",Seeing Green
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Blake Shelton,Minimum Wage
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Keith Urban Duet With P!nk,One Too Many
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Morray,Quicksand
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,42 Dugg & Roddy Ricch,4 Da Gang
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Drake,What's Next
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,AJR,Way Less Sad
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Migos,Straightenin
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Rod Wave,Tombstone
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,42 Dugg Featuring Future,Maybach
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Lil Baby & Lil Durk,Voice Of The Heroes
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,City Girls,Twerkulator
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Travis Scott & HVME,Goosebumps
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Young Thug & Gunna Featuring Drake,Solid
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Duncan Laurence,Arcade
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Imagine Dragons,Follow You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Ryan Hurd With Maren Morris,Chasing After You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Pop Smoke Featuring A Boogie Wit da Hoodie,Hello
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Thomas Rhett,Country Again
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Jazmine Sullivan,Pick Up Your Feelings
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Tiesto,The Business
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Lainey Wilson,Things A Man Oughta Know
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,J. Cole,95.south
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Future & Lil Uzi Vert,Drankin N Smokin
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,P!nk,All I Know So Far
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Justin Bieber,Hold On
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Morgan Wallen,Wasted On You
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,MO3 X OG Bobby Billions,Outside
0,https://www.billboard.com/charts/hot-100/2021-06-06,2021-06-06,Gera MX + Christian Nodal,Botella Tras Botella
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,BTS,Butter
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Good 4 U
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Dua Lipa,Levitating
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,The Weeknd & Ariana Grande,Save Your Tears
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Doja Cat Featuring SZA,Kiss Me More
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Deja Vu
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Bad Bunny,Yonaguni
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Nas X,Montero (Call Me By Your Name)
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"Lil Baby, Lil Durk & Travis Scott",Hats Off
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Drivers License
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Roddy Ricch,Late At Night
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Voice Of The Heroes
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Saweetie Featuring Doja Cat,Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Tjay Featuring 6LACK,Calling My Phone
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Favorite Crime
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Billie Eilish,Lost Cause
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Happier
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Cardi B,Up
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,24kGoldn Featuring iann dior,Mood
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,2040
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Kali Uchis,Telepatia
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,How It Feels
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Brutal
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Drake Featuring Lil Baby,Wants And Needs
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Ariana Grande,pov
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Dierks Bentley,Gone
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Machine Gun Kelly X blackbear,My Ex's Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"Lil Baby, Lil Durk & Meek Mill",Still Runnin
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Mooski,Track Star
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Pop Smoke,What You Know Bout Love
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Who I Want
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"J. Cole, 21 Savage & Morray",my.life
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Pooh Shiesty Featuring Lil Durk,Back In Blood
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Moneybagg Yo,Time Today
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Jason Aldean,Blame It On You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Dylan Scott,Nobody
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Enough For You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Miranda Lambert,Settling Down
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Still Hood
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,"Jealousy, Jealousy"
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Okay
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Jordan Davis,Almost Maybes
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Man Of My Word
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Bella Poarch,Build A Bitch
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Sam Hunt,Breaking Up Was Easy In The 90's
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,J. Cole & Lil Baby,pride.is.the.devil
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,"1 Step Forward, 3 Steps Back"
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Young Thug & Gunna,Ski
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Medical
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"Lil Baby, Lil Durk & Rod Wave",Rich Off Pain
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Lying
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Tom MacDonald,Snowflakes
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,That's Facts
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Jake Owen,Made For You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Billie Eilish,Your Power
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Coi Leray Featuring Lil Durk,No More Parties
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Dua Lipa,We're Good
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Keith Urban Duet With P!nk,One Too Many
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,Please
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"Lil Baby, Lil Durk & Young Thug",Up The Side
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Blake Shelton,Minimum Wage
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Trippie Redd & Playboi Carti,Miss The Rage
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,AJR,Way Less Sad
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Olivia Rodrigo,Hope Ur OK
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Morray,Quicksand
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Duncan Laurence,Arcade
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Migos,Straightenin
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Polo G & Lil Wayne,Gang Gang
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Imagine Dragons,Follow You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Ryan Hurd With Maren Morris,Chasing After You
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Cochise & $NOT,Tell Em
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,42 Dugg & Roddy Ricch,4 Da Gang
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Rod Wave,Tombstone
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Drake,What's Next
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lainey Wilson,Things A Man Oughta Know
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Thomas Rhett,Country Again
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,Lil Baby & Lil Durk,If You Want To
0,https://www.billboard.com/charts/hot-100/2021-06-13,2021-06-13,"Nicki Minaj, Drake & Lil Wayne",Seeing Green
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,BTS,Butter
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Good 4 U
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Dua Lipa,Levitating
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Doja Cat Featuring SZA,Kiss Me More
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,The Weeknd & Ariana Grande,Save Your Tears
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Lil Nas X,Montero (Call Me By Your Name)
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Deja Vu
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Migos Featuring Drake,Having Our Way
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Megan Thee Stallion,Thot Shit
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Bad Bunny,Yonaguni
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Drivers License
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Saweetie Featuring Doja Cat,Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Migos,Straightenin
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Drake Featuring Lil Baby,Wants And Needs
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G Featuring The Kid LAROI & Lil Durk,No Return
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Migos,Avalanche
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Lil Tjay Featuring 6LACK,Calling My Phone
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Kali Uchis,Telepatia
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,24kGoldn Featuring iann dior,Mood
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Dierks Bentley,Gone
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Ariana Grande,pov
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Roddy Ricch,Late At Night
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Machine Gun Kelly X blackbear,My Ex's Best Friend
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Doja Cat,Need To Know
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Happier
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Pop Smoke,What You Know Bout Love
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Cardi B,Up
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Favorite Crime
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Jason Aldean,Blame It On You
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Moneybagg Yo,Time Today
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G & Lil Wayne,Gang Gang
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,"Lil Baby, Lil Durk & Travis Scott",Hats Off
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Miranda Lambert,Settling Down
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Mooski,Track Star
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Olivia Rodrigo,Brutal
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G,Black Hearted
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Jordan Davis,Almost Maybes
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Dylan Scott,Nobody
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,"J. Cole, 21 Savage & Morray",my.life
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G,Painting Pictures
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Migos,Modern Day
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Sam Hunt,Breaking Up Was Easy In The 90's
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Polo G,Toxic
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Lorde,Solar Power
0,https://www.billboard.com/charts/hot-100/2021-06-20,2021-06-20,Migos Featuring Polo G,Malibu
