,url,weekid,artist,song
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Doja Cat & The Weeknd,You Right
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,BTS,Permission To Dance
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Roddy Ricch,Late At Night
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Megan Thee Stallion,Thot Shit
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Doja Cat,Need To Know
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Kali Uchis,Telepatia
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Luke Bryan,Waves
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Aventura x Bad Bunny,Volvi
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Saweetie Featuring Doja Cat,Best Friend
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Post Malone,Motley Crew
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Doja Cat,Ain't Shit
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,BIA Featuring Nicki Minaj,Whole Lotta Money
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Maneskin,Beggin'
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Lainey Wilson,Things A Man Oughta Know
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Ryan Hurd With Maren Morris,Chasing After You
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Machine Gun Kelly X blackbear,My Ex's Best Friend
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,24kGoldn Featuring iann dior,Mood
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Duncan Laurence,Arcade
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Thomas Rhett,Country Again
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Jason Aldean & Carrie Underwood,If I Didn't Love You
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Sleepy Hallow,2055
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Wizkid Featuring Justin Bieber & Tems,Essence
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Bad Bunny,Yonaguni
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Keith Urban Duet With P!nk,One Too Many
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,NDA
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Justin Moore,We Didn't Have Much
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Normani Featuring Cardi B,Wild Side
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Regard x Troye Sivan x Tate McRae,You
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Camila Cabello,Don't Go Yet
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Old Dominion,I Was On A Boat That Day
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Dua Lipa,Love Again
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Farruko,Pepas
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Tai Verdes,A-O-K
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Kane Brown X blackbear,Memory
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,Getting Older
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,Billie Bossa Nova
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Rod Wave,Tombstone
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,Oxytocin
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,DaBaby,Ball If I Want To
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,"J. Cole, 21 Savage & Morray",my.life
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Jason Aldean,Blame It On You
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Migos,Straightenin
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,The Kid LAROI Featuring Polo G & Stunna Gambino,Not Sober
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Smiley Featuring Drake,Over The Top
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,I Didn't Change My Number
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,AJR,Way Less Sad
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,H.E.R. Featuring Chris Brown,Come Through
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Elvie Shane,My Boy
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,Lost Cause
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Nio Garcia X J Balvin X Bad Bunny,AM
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Olivia Rodrigo,Favorite Crime
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,"Yung Bleu, Chris Brown & 2 Chainz",Baddest
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Lee Brice,Memory I Don't Mess With
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Chris Stapleton,You Should Probably Leave
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,Halley's Comet
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Billie Eilish,My Future
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Bella Poarch,Build A Bitch
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Olivia Rodrigo,Happier
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,"Lil Baby, Lil Durk & Travis Scott",Hats Off
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Capella Grey,Gyalis
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Scotty McCreery,You Time
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,"Los Legendarios, Wisin & Jhay Cortez",Fiel
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,MO3 X OG Bobby Billions,Outside
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Isaiah Rashad Featuring Lil Uzi Vert,From The Garden
0,https://www.billboard.com/charts/hot-100/2021-08-08,2021-08-08,Tate McRae X Khalid,Working
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Kid LAROI & Justin Bieber,Stay
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Olivia Rodrigo,Good 4 U
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Ed Sheeran,Bad Habits
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Doja Cat Featuring SZA,Kiss Me More
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Dua Lipa,Levitating
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Weeknd,Take My Breath
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,BTS,Butter
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Lil Nas X & Jack Harlow,Industry Baby
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Lil Nas X,Montero (Call Me By Your Name)
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Olivia Rodrigo,Deja Vu
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Weeknd & Ariana Grande,Save Your Tears
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Billie Eilish,Happier Than Ever
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Walker Hayes,Fancy Like
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Doja Cat & The Weeknd,You Right
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Doja Cat,Need To Know
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Aventura x Bad Bunny,Volvi
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Roddy Ricch,Late At Night
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Megan Thee Stallion,Thot Shit
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Luke Bryan,Waves
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Silk Sonic (Bruno Mars & Anderson .Paak),Skate
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Kali Uchis,Telepatia
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Lainey Wilson,Things A Man Oughta Know
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Duncan Laurence,Arcade
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Machine Gun Kelly X blackbear,My Ex's Best Friend
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Thomas Rhett,Country Again
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Wizkid Featuring Justin Bieber & Tems,Essence
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,BIA Featuring Nicki Minaj,Whole Lotta Money
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Doja Cat,Ain't Shit
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Post Malone,Motley Crew
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Ryan Hurd With Maren Morris,Chasing After You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Maneskin,Beggin'
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Jason Aldean & Carrie Underwood,If I Didn't Love You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Farruko,Pepas
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Sleepy Hallow,2055
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,BTS,Permission To Dance
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Bad Bunny,Yonaguni
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Justin Moore,We Didn't Have Much
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Normani Featuring Cardi B,Wild Side
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Regard x Troye Sivan x Tate McRae,You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Tai Verdes,A-O-K
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Dua Lipa,Love Again
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Kane Brown X blackbear,Memory
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Old Dominion,I Was On A Boat That Day
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Camila Cabello,Don't Go Yet
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Jack Harlow & Pooh Shiesty,SUVs (Black On Black)
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Rod Wave,Tombstone
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Chris Stapleton,You Should Probably Leave
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Elvie Shane,My Boy
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,H.E.R. Featuring Chris Brown,Come Through
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Migos,Straightenin
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,"J. Cole, 21 Savage & Morray",my.life
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Lee Brice,Memory I Don't Mess With
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Jason Aldean,Blame It On You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Luke Combs,Cold As You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Billie Eilish,NDA
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Capella Grey,Gyalis
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Nas Featuring Eminem & EPMD,EPMD 2
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Lil Tecca & Gunna,Repeat It
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Scotty McCreery,You Time
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Jordan Davis Featuring Luke Bryan,Buy Dirt
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Nio Garcia X J Balvin X Bad Bunny,AM
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Doja Cat,Woman
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Smiley Featuring Drake,Over The Top
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,KSI x Lil Wayne,Lose
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,"Lil Baby, Lil Durk & Travis Scott",Hats Off
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Nessa Barrett,I Hope Ur Miserable Until Ur Dead
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Olivia Rodrigo,Favorite Crime
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,"Yung Bleu, Chris Brown & 2 Chainz",Baddest
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,DaBaby,Ball If I Want To
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,The Kid LAROI Featuring Polo G & Stunna Gambino,Not Sober
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Kenny Chesney,Knowing You
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",WUSYANAME
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,MO3 X OG Bobby Billions,Outside
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Carly Pearce,Next Girl
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Olivia Rodrigo,Happier
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,City Girls,Twerkulator
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,"Los Legendarios, Wisin & Jhay Cortez",Fiel
0,https://www.billboard.com/charts/hot-100/2021-08-15,2021-08-15,Nas,Rare
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,The Kid LAROI & Justin Bieber,Stay
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Ed Sheeran,Bad Habits
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Olivia Rodrigo,Good 4 U
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Lizzo Featuring Cardi B,Rumors
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat Featuring SZA,Kiss Me More
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Dua Lipa,Levitating
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Lil Nas X & Jack Harlow,Industry Baby
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,BTS,Butter
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Olivia Rodrigo,Deja Vu
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Lil Nas X,Montero (Call Me By Your Name)
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,The Weeknd & Ariana Grande,Save Your Tears
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Walker Hayes,Fancy Like
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,The Weeknd,Take My Breath
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Wizkid Featuring Justin Bieber & Tems,Essence
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat & The Weeknd,You Right
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Billie Eilish,Happier Than Ever
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Giveon,Heartbreak Anniversary
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat,Need To Know
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,The Weeknd,Blinding Lights
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Dan + Shay,Glad You Exist
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Marshmello X Jonas Brothers,Leave Before You Love Me
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Luke Combs,Forever After All
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Roddy Ricch,Late At Night
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Megan Thee Stallion,Thot Shit
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Polo G,Rapstar
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Olivia Rodrigo,Traitor
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Luke Bryan,Waves
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Silk Sonic (Bruno Mars & Anderson .Paak),Skate
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,The Kid LAROI,Without You
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Farruko,Pepas
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Glass Animals,Heat Waves
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Moneybagg Yo,Wockesha
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Masked Wolf,Astronaut In The Ocean
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Lainey Wilson,Things A Man Oughta Know
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Duncan Laurence,Arcade
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Nelly & Florida Georgia Line,Lil Bit
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Chris Young + Kane Brown,Famous Friends
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Maneskin,Beggin'
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Thomas Rhett,Country Again
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Ryan Hurd With Maren Morris,Chasing After You
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Aventura x Bad Bunny,Volvi
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Justin Moore,We Didn't Have Much
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Jason Aldean & Carrie Underwood,If I Didn't Love You
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,BIA Featuring Nicki Minaj,Whole Lotta Money
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Jameson Rodgers Featuring Luke Combs,Cold Beer Calling My Name
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Sleepy Hallow,2055
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Cole Swindell,Single Saturday Night
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Post Malone,Motley Crew
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Rauw Alejandro,Todo de Ti
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Tai Verdes,A-O-K
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Bad Bunny,Yonaguni
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Normani Featuring Cardi B,Wild Side
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Dua Lipa,Love Again
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat,Ain't Shit
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home)
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Regard x Troye Sivan x Tate McRae,You
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Kane Brown X blackbear,Memory
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Chris Stapleton,You Should Probably Leave
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Camila Cabello,Don't Go Yet
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Sueco,Paralyzed
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,BTS,Permission To Dance
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Old Dominion,I Was On A Boat That Day
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat,Woman
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Rod Wave,Tombstone
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Elvie Shane,My Boy
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Capella Grey,Gyalis
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Lee Brice,Memory I Don't Mess With
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,H.E.R. Featuring Chris Brown,Come Through
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Scotty McCreery,You Time
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Doja Cat,Get Into It (Yuh)
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Jordan Davis Featuring Luke Bryan,Buy Dirt
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Luke Combs,Cold As You
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,YNW Melly Featuring Lil Uzi Vert,Mind Of Melvin
0,https://www.billboard.com/charts/hot-100/2021-08-22,2021-08-22,Machine Gun Kelly,Papercuts
